seed,phase_C_tick,cv_pre,cv_post,delta
449,5050,0.8481799999999999,0.23883000000000001,-0.60935
450,4950,0.9200699999999999,0.22311999999999999,-0.69695
451,4450,0.91809,0.16774,-0.75035
452,4000,0.90723,0.08939,-0.81784
453,4150,0.90876,0.11280000000000001,-0.79596
454,4800,0.9202199999999999,0.2049,-0.71532
455,9500,0.26588999999999996,0.2158,-0.05008999999999997
456,4300,0.9112600000000001,0.11582,-0.79544
457,4200,0.91336,0.13451,-0.7788499999999999
458,4150,0.91131,0.12135,-0.78996
459,4350,0.9147700000000001,0.16323,-0.7515400000000001
460,4250,0.90988,0.11166000000000001,-0.79822
461,5300,0.9227000000000001,0.23666,-0.6860400000000001
462,4250,0.9129099999999999,0.13582,-0.7770899999999998
463,3850,0.9147500000000001,0.1475,-0.7672500000000001
464,3950,0.33331999999999995,0.13679000000000002,-0.19652999999999993
465,4300,0.91325,0.15435,-0.7589
466,3750,0.91533,0.13827,-0.77706
467,3600,0.91594,0.15642999999999999,-0.75951
468,8650,0.26101,0.23997000000000002,-0.021040000000000003
469,4300,0.91035,0.12055,-0.7898
470,5700,0.91889,0.19934999999999997,-0.7195400000000001
471,3800,0.90839,0.09323999999999999,-0.81515
472,4450,0.91221,0.1413,-0.77091
473,4350,0.90811,0.08109999999999999,-0.82701
474,5200,0.92275,0.22452,-0.6982299999999999
475,3800,0.91069,0.12704,-0.78365
476,4900,0.9245300000000001,0.24071000000000004,-0.6838200000000001
477,4500,0.91618,0.16047000000000003,-0.75571
478,4650,0.9185399999999999,0.20068999999999998,-0.7178499999999999
479,4200,0.90898,0.09929999999999999,-0.8096800000000001
480,4200,0.9109700000000001,0.13812,-0.77285
481,4250,0.9092100000000001,0.1135,-0.79571
482,3850,0.91202,0.09441999999999999,-0.8176000000000001
483,4850,0.9191100000000001,0.21042,-0.70869
484,4900,0.92071,0.20663,-0.71408
485,3700,0.9157500000000001,0.14956,-0.76619
486,4950,0.92201,0.22308,-0.69893
487,3550,0.91295,0.13748,-0.7754700000000001
488,5150,0.9238,0.24403000000000005,-0.6797699999999999
489,3950,0.90657,0.19066,-0.71591
490,3950,0.7454500000000002,0.1515,-0.5939500000000002
491,5600,0.91985,0.2111,-0.70875
492,5100,0.9194000000000001,0.20655,-0.7128500000000001
493,4500,0.91838,0.18636000000000003,-0.7320199999999999
494,4800,0.91914,0.20905999999999997,-0.71008
495,4550,0.9124000000000001,0.15804,-0.7543600000000001
496,4850,0.92165,0.22371999999999997,-0.6979299999999999
497,4450,0.91783,0.18935,-0.72848
498,4250,0.91245,0.13282000000000002,-0.7796299999999999
499,4500,0.91213,0.14009,-0.7720400000000001
