max_cells,seed,tick,n_intervals,n_divisions,cell_S
20,5,36800,0,0,0.0
20,5,36800,0,0,0.0
20,5,36800,0,0,0.0
20,5,36800,0,0,0.0
20,5,36800,0,0,0.0
20,5,36800,0,0,0.0
20,5,36800,0,0,0.0
20,5,36800,0,0,0.0
20,5,36800,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37000,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37200,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37400,0,0,0.0
20,5,37600,0,0,0.0
20,5,37600,0,0,0.0
20,5,37600,0,0,0.0
20,5,37600,0,0,0.0
20,5,37600,0,0,0.0
20,5,37600,0,0,0.0
20,5,37600,0,0,0.0
20,5,37600,0,0,0.0
